question|total_answers|min_score|mean_score|max_score
Здравствуйте. Как пройти обучающие видео по программе?|4|0.29986322|0.320406049489975|0.3340311
добрый день, реально вернуть действия на 1 шаг назад? если случайно удалила статистику|4|0.3808065|0.383883535861969|0.39032394
Подскажите мы запрашивали тариф для нашей организации менеджер пообещал вернуться с обратной связью|4|0.33821726|0.36202651262283325|0.3740738
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|4|0.35685265|0.36304035782814026|0.37046504
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|4|0.24720171|0.25875185430049896|0.27702773
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|4|0.24769653|0.2692173272371292|0.30539003
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|4|0.28530663|0.3239324614405632|0.351906
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|4|0.2956987|0.336941733956337|0.35315773
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|4|0.28509372|0.3213888630270958|0.3435409
Пишу правильный ответ на текст, пишет допустили ошибку|4|0.38934153|0.395311638712883|0.40058118
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|4|0.3065281|0.32801133394241333|0.33939776
Как вставить тесты и практические задания в обучающий курс?|4|0.25762734|0.26802028715610504|0.27409238
Подскажите, как пересдать экзамен, если есть неверные ответы?|4|0.33356884|0.36898884177207947|0.39137107
Менеджеры могут и писать курс и проходить его потом?|4|0.2984677|0.31905852258205414|0.3309639
Подскажите, пожалуйста, как перенести статью из папки в папку|4|0.36644718|0.37907785922288895|0.39629003
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|4|0.29252982|0.29835344851017|0.30625802
новости в компании каждый сотрудник может публиковать?|4|0.30479753|0.3206416144967079|0.3319418
Здравствуйте есть api на бронирование?|4|0.29563177|0.36897218227386475|0.39844668
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|4|0.2408445|0.26259611174464226|0.2861768
Работает ли Платрум в Азербайджане?|4|0.34861875|0.360409140586853|0.3692933
в БП есть опция отмены создания БП?|4|0.3841857|0.3888917416334152|0.39322376
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|4|0.3768941|0.398285374045372|0.4135135
как сделать чтоб сотрудник мог видеть и вносить суммы в расходах и доходах только своей кассы и типов его отдела|4|0.24074294|0.26874861493706703|0.2828468
Как создать виджет в дашбоорд?|4|0.24549443|0.30603452026844025|0.3317752
работает ли Platrum в Китае?|4|0.37661183|0.38491053134202957|0.3934987
где я могу получить информацию о том,что такое Программа обучения и как с ней работать?|4|0.31987566|0.32733985781669617|0.3342865
Где могу посмотреть удаленные статьи на платрум?|4|0.35458773|0.3579891324043274|0.36021295
как мне скопировать ссылку так, чтобы при открытии открылся сразу нужный заголовк?|4|0.35126776|0.36309684813022614|0.3755088
Подскажите, пожалусйта, как удалить демо-данные по метрикам|4|0.32098737|0.3378627821803093|0.3684953
мы можем перенести влю базу знаний на другой аккаунт?|4|0.33092046|0.34333763271570206|0.3566682
Скажите, есть возможность в P&L отчете в формулах учитывать проценты?|4|0.28904703|0.3244711756706238|0.35128713
в каком из инструментов планирования задач мне будет удобней всего отслеживать именно просроченные задачи - чтобы они подсвечивались красным например|4|0.24816236|0.2763976901769638|0.3030061
орг структуру внутри статьи нарисовать можно?|4|0.33609208|0.34151747077703476|0.34842786
как сохранить работу над ошибками?|4|0.3833291|0.38537178933620453|0.38673174
В карточку задачи скриншот по принципу ctrl+v вставить не получится?|4|0.31478286|0.32386375218629837|0.33287624
почему я не вижу доступных курсов в разделе Академия?|4|0.30103606|0.31282754987478256|0.32535917
можно ли секции в оргсхеме менять местами?|4|0.3491943|0.35946784168481827|0.3684288
можно как-то, чтоб метрики не удалять, а в архив отправлять?|4|0.31174397|0.340795636177063|0.3906504
может ли один курс быть в разных программах?|4|0.33648688|0.365209199488163|0.37907422
шаблон на 7 управленний доступен только после оплаты?|4|0.30779272|0.3263231888413429|0.3368995
Забыл пароль. Как восстановить?|4|0.29668832|0.36055632680654526|0.403043
Как передать метрики?|4|0.23858008|0.3021460846066475|0.37569678
Как добавить сотрудника?|4|0.20880641|0.26542915776371956|0.30162886
Как выдать доступы сотруднику?|4|0.27639055|0.28523585200309753|0.29866952
Ваша учетная запись отключена - почему и что делать?|4|0.3468803|0.3668481558561325|0.3800459
Как распечатать структуру?|4|0.25541243|0.30090784281492233|0.33674294
Пропали метрики после смены структуры, как вернуть?|4|0.3497063|0.3895925059914589|0.43696803
Как заполнить метрики за предыдущие периоды?|4|0.26959154|0.3107436001300812|0.3564632
Как восстановить пароль?|4|0.28101638|0.34511663764715195|0.38217533
Как восстановить удаленную статью?|4|0.32149076|0.3599642664194107|0.3964234
Как добавить на должность сотрудника?|4|0.20987557|0.24571122601628304|0.26245967
