question|total_answers|min_score|mean_score|max_score
Здравствуйте. Как пройти обучающие видео по программе?|4|0.26316893|0.287338025867939|0.3006763
добрый день, реально вернуть действия на 1 шаг назад? если случайно удалила статистику|4|0.30866358|0.33909177780151367|0.35790056
Подскажите мы запрашивали тариф для нашей организации менеджер пообещал вернуться с обратной связью|4|0.31089294|0.321395680308342|0.3331192
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|4|0.31808066|0.3258505016565323|0.33343494
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|4|0.25184315|0.26062314212322235|0.26933032
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|4|0.24768601|0.2646569721400738|0.28737748
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|4|0.2854435|0.3055955842137337|0.32472593
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|4|0.27393174|0.29971956461668015|0.3147059
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|4|0.29527527|0.3133537322282791|0.33213663
Пишу правильный ответ на текст, пишет допустили ошибку|4|0.32241687|0.3391285166144371|0.3531314
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|4|0.2862331|0.30256109684705734|0.31086838
Как вставить тесты и практические задания в обучающий курс?|4|0.24311426|0.25212252140045166|0.25821385
Подскажите, как пересдать экзамен, если есть неверные ответы?|4|0.28191558|0.3115139603614807|0.3353961
Менеджеры могут и писать курс и проходить его потом?|4|0.2967136|0.3000973090529442|0.3026865
Подскажите, пожалуйста, как перенести статью из папки в папку|4|0.30664217|0.34864141047000885|0.36549145
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|4|0.2608825|0.28262002766132355|0.3002172
новости в компании каждый сотрудник может публиковать?|4|0.28918487|0.3004878982901573|0.3053008
Здравствуйте есть api на бронирование?|4|0.26498526|0.33105864375829697|0.3800149
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|4|0.21950111|0.24626290798187256|0.2676215
Работает ли Платрум в Азербайджане?|4|0.33349758|0.3434237688779831|0.34941638
в БП есть опция отмены создания БП?|4|0.37694615|0.38386742025613785|0.3877957
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|4|0.37089556|0.37828901410102844|0.386297
как сделать чтоб сотрудник мог видеть и вносить суммы в расходах и доходах только своей кассы и типов его отдела|4|0.23979001|0.24607888981699944|0.250898
Как создать виджет в дашбоорд?|4|0.22543338|0.252908855676651|0.2790911
работает ли Platrum в Китае?|4|0.34304583|0.36769849807024|0.37888324
где я могу получить информацию о том,что такое Программа обучения и как с ней работать?|4|0.2910301|0.3019300699234009|0.3138613
Где могу посмотреть удаленные статьи на платрум?|4|0.32395828|0.3294072300195694|0.33300066
как мне скопировать ссылку так, чтобы при открытии открылся сразу нужный заголовк?|4|0.27225763|0.3172580525279045|0.35140693
Подскажите, пожалусйта, как удалить демо-данные по метрикам|4|0.29875124|0.30349937081336975|0.31017488
мы можем перенести влю базу знаний на другой аккаунт?|4|0.28783846|0.30795668810606003|0.31691557
Скажите, есть возможность в P&L отчете в формулах учитывать проценты?|4|0.28895026|0.30751633644104004|0.32813036
в каком из инструментов планирования задач мне будет удобней всего отслеживать именно просроченные задачи - чтобы они подсвечивались красным например|4|0.24805972|0.26920222491025925|0.2891911
орг структуру внутри статьи нарисовать можно?|4|0.32762587|0.3335433155298233|0.33855623
как сохранить работу над ошибками?|4|0.2774849|0.31784846633672714|0.3550435
В карточку задачи скриншот по принципу ctrl+v вставить не получится?|4|0.3093145|0.31431610882282257|0.31844962
почему я не вижу доступных курсов в разделе Академия?|4|0.27886844|0.2815302908420563|0.2842213
можно ли секции в оргсхеме менять местами?|4|0.33754206|0.34527038037776947|0.3572631
можно как-то, чтоб метрики не удалять, а в архив отправлять?|4|0.28441706|0.29268957674503326|0.29916608
может ли один курс быть в разных программах?|4|0.2806797|0.32006531953811646|0.35144365
шаблон на 7 управленний доступен только после оплаты?|4|0.31132483|0.3147810697555542|0.32466805
Забыл пароль. Как восстановить?|4|0.29704893|0.3112243041396141|0.33832955
Как передать метрики?|4|0.22246867|0.24438456445932388|0.26311284
Как добавить сотрудника?|4|0.20187493|0.21285380423069|0.23164447
Как выдать доступы сотруднику?|4|0.26949427|0.27366288006305695|0.27763408
Ваша учетная запись отключена - почему и что делать?|4|0.34740114|0.35590431839227676|0.3614266
Как распечатать структуру?|4|0.25400275|0.2894147038459778|0.32626206
Пропали метрики после смены структуры, как вернуть?|4|0.31397194|0.3353888541460037|0.34784895
Как заполнить метрики за предыдущие периоды?|4|0.21282293|0.23146751895546913|0.24734907
Как восстановить пароль?|4|0.2812459|0.29673822969198227|0.3103273
Как восстановить удаленную статью?|4|0.29042715|0.3090192452073097|0.3215827
Как добавить на должность сотрудника?|4|0.1847606|0.19814658910036087|0.20537817
